review,sentiment,clean_review,sentiment_label
jepitan nya bagus2 canti anakku suka,Positive,jepitan nya bagus canti anakku suka,1
"ga adda mesin nya,, jangan di beli...",Negative,ga adda mesin nya jangan di beli,0
good Ban jadi hitam kembali! Mantap.,Positive,good ban jadi hitam kembali mantap,1
baru dipake eh lampunya sudah mati. sedih dah,Negative,baru dipake eh lampunya sudah mati sedih dah,0
"Bahan tebal. Barang Sesuai Deskripsi, pengiriman cepat",Positive,bahan tebal barang sesuai deskripsi pengiriman cepat,1
"Untuk sampulnya, kenapa tidak pakai hard cover saja? Hard cover dilapis soft cover seperti ini, kesannya berantakan. Untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini",Negative,untuk sampulnya kenapa tidak pakai hard cover saja hard cover dilapis soft cover seperti ini kesannya berantakan untuk pembatas bukunya cepat lepas bahkan pd hari pertama saya baca buku ini,0
"Harga murah, respon penjual cepat dan ramah. Makin sukses ya.. trims",Positive,harga murah respon penjual cepat dan ramah makin sukses ya trims,1
"Barang sesuai pesanan dan pengiriman cepat, terima kasih yaa :)",Positive,barang sesuai pesanan dan pengiriman cepat terima kasih yaa,1
"Halo penerbit haru, bukunya sampai dengan cepat. Tapi pengemasannya sangat kurang. Mohon menggunakan bubble wrap supaya tidak terjadi kerusakan dalam pengiriman. Sangat disayangkan pengemasannya tidak ada pengamanannya. Jadi buku yg saya terima sedikit kurang baik. Terimakasih.",Negative,halo penerbit haru bukunya sampai dengan cepat tapi pengemasannya sangat kurang mohon menggunakan bubble wrap supaya tidak terjadi kerusakan dalam pengiriman sangat disayangkan pengemasannya tidak ada pengamanannya jadi buku yg saya terima sedikit kurang baik terimakasih,0
"hati hati ada jebakan. be careful. judul dan deskripsi tertulis Dart Game Besar 17 isi paket : 1 buah papan Dart 17 INCH, kenyataannya, yg dikirim hanya ukuran 15 (15 INCH). be careful.",Negative,hati hati ada jebakan be careful judul dan deskripsi tertulis dart game besar isi paket buah papan dart inch kenyataannya yg dikirim hanya ukuran inch be careful,0
"ini sudah ke berapa kalinya beli daster disini dan selalu puas , thanks yaa..",Positive,ini sudah ke berapa kalinya beli daster disini dan selalu puas thanks yaa,1
"baru beli seminggu yg lalu, cuma pake bentar, pas mau pake lagi uda ga bunyi.",Negative,baru beli seminggu yg lalu cuma pake bentar pas mau pake lagi uda ga bunyi,0
"duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak , sy kira sudah diperbaiki pelayanannya",Negative,duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak sy kira sudah diperbaiki pelayanannya,0
Packaging rapi. Proses pesanan cepat. Packaging aman ??. Gampang dibawa-bawa.,Positive,packaging rapi proses pesanan cepat packaging aman gampang dibawa bawa,1
"1st impresi nya: kok joystick nya waktu di pegang rasanya kecil bgt, beda dari tetangga nya..tapi begitu IN ke game nya..baru berasa enak luar biasa..button RT LT dll nya empukk bgt..karena sy main game nya efootball jadi begitu tekan sedikit pake perasaan di button R� R� nya...beehhh mantep bgt.. analog nya juga bikin nyaman, di awal� sering kepelarakw tapi lambat laun ter biasa.. pokoknya ini joystick beneran mantul deh, jgn ragu buat order ????????",Positive,st impresi nya kok joystick nya waktu di pegang rasanya kecil bgt beda dari tetangga nya tapi begitu in ke game nya baru berasa enak luar biasa button rt lt dll nya empukk bgt karena sy main game nya efootball jadi begitu tekan sedikit pake perasaan di button r r nya beehhh mantep bgt analog nya juga bikin nyaman di awal sering kepelarakw tapi lambat laun ter biasa pokoknya ini joystick beneran mantul deh jgn ragu buat order,1
"Pengiriman cepat, datang sesuai pesanan dan dibungkus dengan rapi. Terima kasih y barang sdh diterima dgn baik.",Positive,pengiriman cepat datang sesuai pesanan dan dibungkus dengan rapi terima kasih y barang sdh diterima dgn baik,1
barang yang dikirim tidak sesuai walaupun tidak ada seharusnya 2 warna jangan satu warna,Negative,barang yang dikirim tidak sesuai walaupun tidak ada seharusnya warna jangan satu warna,0
"lambreta. lamaa banget. ga rekomen. mending beli di store lain. officialny parah layanannya. senin malam order, rabu sore baru sampai",Negative,lambreta lamaa banget ga rekomen mending beli di store lain officialny parah layanannya senin malam order rabu sore baru sampai,0
"SETELAH DICEK TIDAK UTUH 32GB. KOK BISA YA???!!.. KEMANA SISA 3GB NYA MAS/MBA???KRN LAGI BUTUH, YAUDAHLAH CUKUP TAU BELI DISINI. PERTAMA DAN TERAKHIR BELI DISINI.",Negative,setelah dicek tidak utuh gb kok bisa ya kemana sisa gb nya mas mba krn lagi butuh yaudahlah cukup tau beli disini pertama dan terakhir beli disini,0
Barangnya original ??. Gampang dipakai. Ada garansi resmi. Penjualnya ramah banget.,Positive,barangnya original gampang dipakai ada garansi resmi penjualnya ramah banget,1
"bahannya bagus, seler ramah",Positive,bahannya bagus seler ramah,1
"cepet bgt sampai, packing termat sangat aman dan TDK bocor, bubble wrap tebellll sekali, blm dicoba semoga bermanfaat dengan baik",Positive,cepet bgt sampai packing termat sangat aman dan tdk bocor bubble wrap tebellll sekali blm dicoba semoga bermanfaat dengan baik,1
"saya pesan hitam yang dikirim warna kopi. Next please lebih teliti lagi, kalau warna hitam nya gak ada please di info.",Negative,saya pesan hitam yang dikirim warna kopi next please lebih teliti lagi kalau warna hitam nya gak ada please di info,0
"barangnya udah kami terima, terimakasih gan",Positive,barangnya udah kami terima terimakasih gan,1
beda sma yg di gambar. pdahal udh pernh pesen skali di sni,Negative,beda sma yg di gambar pdahal udh pernh pesen skali di sni,0
"Fast response, diproses & dikirim langsung, dikemas dengan baik (rapi & sangat aman), pengiriman sangat cepat, harga ekonomis (murah), pesanan lengkap sesuai, kualitas produk sangat baik (lentur & melekat kuat), Trusted Seller, produk & penjual sangat direkomendasikan, Terima Kasih.",Positive,fast response diproses dikirim langsung dikemas dengan baik rapi sangat aman pengiriman sangat cepat harga ekonomis murah pesanan lengkap sesuai kualitas produk sangat baik lentur melekat kuat trusted seller produk penjual sangat direkomendasikan terima kasih,1
"Terima kasih, pesanan sesuai dan bagus.. Maaf inner nya sdh di pake si kakak..",Positive,terima kasih pesanan sesuai dan bagus maaf inner nya sdh di pake si kakak,1
hanya dikirim tutupnya saja,Negative,hanya dikirim tutupnya saja,0
WOW KEREN BGT,Positive,wow keren bgt,1
"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya",Negative,meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah trus mejanya juga hijau kusam seperti barang bekas pakai seller dikomplain menolak penukaran barang dengan alasan buktinya kurang malah diarahkan utk menggunakan asuransi dr tokopedia dgn proses yg ribet harus ada bukti pemusnahan barang jg pas sy lihat lagi ulasan ternyata banyak juga yg dapet mejanya pecah dan rusak dan mereka semua pada kecewa saran kalau jualan yg jujur kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur tolong tokopedia lebih selektif terhadap toko yg seperti ini packing barang juga terkesan asal an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali semoga ga ada lagi customer yg tertipu seperti saya,0
"material dan packaging nya bagus dan rapih, tapi halaman di bukunya banyak banget yang kebalik2. halaman yg harusnya ada di awal malah ada di akhir buku, jadi ada yang harusnya di tengah buku malah di akhir buku, jadi bacanya pindah pindah, bingung, dan ga nyaman.",Negative,material dan packaging nya bagus dan rapih tapi halaman di bukunya banyak banget yang kebalik halaman yg harusnya ada di awal malah ada di akhir buku jadi ada yang harusnya di tengah buku malah di akhir buku jadi bacanya pindah pindah bingung dan ga nyaman,0
mantep bgt pokoknya bagus bola nya warna warni dan gak ada yang penyok.. bagus deh anak saya suka ??,Positive,mantep bgt pokoknya bagus bola nya warna warni dan gak ada yang penyok bagus deh anak saya suka,1
"Build quality cakep,,stik normal smua,,pengiriman gak sampai 24jam,,??????recomended bgt",Positive,build quality cakep stik normal smua pengiriman gak sampai jam recomended bgt,1
"Barang di terima banyak yg bocor keluar dan banyak yg kosong,barang tidak sesuai deskripsi",Negative,barang di terima banyak yg bocor keluar dan banyak yg kosong barang tidak sesuai deskripsi,0
pesanan sdh diterima dengan baik,Positive,pesanan sdh diterima dengan baik,1
"Seller lumayan responsif, kualitas brg sesuai harga, so so lah. Dicek di browser ps2 nya kebaca 64 mb, tp kalo udah dipake save di game cuman kebaca 8 mb. Ga semua game bisa ngebaca mc nya, sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war.",Negative,seller lumayan responsif kualitas brg sesuai harga so so lah dicek di browser ps nya kebaca mb tp kalo udah dipake save di game cuman kebaca mb ga semua game bisa ngebaca mc nya sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war,0
"Barang ga sampai sudah ke ekspedisi juga ga ada,,udh minta kasih ulasan saja,,smoga yg nerima tuh barang berkah,,besok besok ga lagi beli disini",Negative,barang ga sampai sudah ke ekspedisi juga ga ada udh minta kasih ulasan saja smoga yg nerima tuh barang berkah besok besok ga lagi beli disini,0
"RGB mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????",Negative,rgb mati dari awal datang penjual gak respon barang gak lulus qc sepertinya yg dijual hati hati kalau beli,0
Kecewa sekal,Negative,kecewa sekal,0
"bagus, bisa nempel di kayu",Positive,bagus bisa nempel di kayu,1
Buku palsu,Negative,buku palsu,0
Sesuai deskripsi tapi pemrosesan untuk dikirim lama,Positive,sesuai deskripsi tapi pemrosesan untuk dikirim lama,1
"bahan tebal, bagus, cepat sampai, terima kasih",Positive,bahan tebal bagus cepat sampai terima kasih,1
"Tidak diinfo dent dent ny. tidak memberikan kejelasan msalah battery. Cukup kecewa tpi mesin jalan dengan baik. Batt capacity tidak 100% .Beset kanan bawah, pesok bag monitor atas dan bawah.",Negative,tidak diinfo dent dent ny tidak memberikan kejelasan msalah battery cukup kecewa tpi mesin jalan dengan baik batt capacity tidak beset kanan bawah pesok bag monitor atas dan bawah,0
"all Positive, overall feelnya enak dulu sempet punya, aga nyesel juga dulu sempet jual, dri build quality beda lah sama controller dng harga yg sama, better banget feel kerasa kokohnya buat housingnya ????",Positive,all positive overall feelnya enak dulu sempet punya aga nyesel juga dulu sempet jual dri build quality beda lah sama controller dng harga yg sama better banget feel kerasa kokohnya buat housingnya,1
"barang ada yg gk sampe , ud complain juga , tetep aja , rugi belanja disini",Negative,barang ada yg gk sampe ud complain juga tetep aja rugi belanja disini,0
"barang tidak lengkap, packing asal-asalan, SDH chat katanya kekurangannya mau dikirim, ternyata cuma janji, barang kurang bagus",Negative,barang tidak lengkap packing asal asalan sdh chat katanya kekurangannya mau dikirim ternyata cuma janji barang kurang bagus,0
"Penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",Positive,penjual ramah barangnya bagus sesuai dgn pesanan packing rapi padahal cmn pesan,1
mending ke toko lain..,Negative,mending ke toko lain,0
Lama pengirimanya,Negative,lama pengirimanya,0
"PELAYANAN TERBURUK SELAMA BELANJA DI TOKOPEDIA!!!! PENGIRIMAN LAMA SEKALI!!!!Order tgl 31 Juli, barang baru tiba tgl 6 Agustus. Order saya baru dikonfirmasi dan diproses tgl 2 Agustus sedangkan estimasi barang tiba itu tgl 2 Agustus, itupun dikonfirmasi dan diproses karena saya tanya 2x ke CS. Pagi ini saya complaint ke CS kalau mereka tidak telat konfirmasi, proses dan kirim pasti order saya jg ngga akan telat, yg ada saya disuruh cek resi. SUNGGUH KETERLALUAN!!! Saya baca review �toko official� ini dan hampir semua yg kasih bad review karena masalah yang sama dengan saya. Tolong ya kepada manajemen �toko official deli stationary� benahin operasionalnya dan di training lagi CS nya biar lebih pinter lagi menanggapi customer. Ngga usah pake embel2 �toko official� kalo pelayanannya merugikan customer!",Negative,pelayanan terburuk selama belanja di tokopedia pengiriman lama sekali order tgl juli barang baru tiba tgl agustus order saya baru dikonfirmasi dan diproses tgl agustus sedangkan estimasi barang tiba itu tgl agustus itupun dikonfirmasi dan diproses karena saya tanya x ke cs pagi ini saya complaint ke cs kalau mereka tidak telat konfirmasi proses dan kirim pasti order saya jg ngga akan telat yg ada saya disuruh cek resi sungguh keterlaluan saya baca review toko official ini dan hampir semua yg kasih bad review karena masalah yang sama dengan saya tolong ya kepada manajemen toko official deli stationary benahin operasionalnya dan di training lagi cs nya biar lebih pinter lagi menanggapi customer ngga usah pake embel toko official kalo pelayanannya merugikan customer,0
Tidak sesuai dengan pesanan (tidak dilaminasi) namun sudah di refund hanya biasa laminasi.,Negative,tidak sesuai dengan pesanan tidak dilaminasi namun sudah di refund hanya biasa laminasi,0
Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,Positive,produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar produk sudah dites dicoba dan dapat berfungsi baik,1
"kemasannya kurang baikk kotakya gak rapih seperti bekas, pada hal mau buat kado??????",Negative,kemasannya kurang baikk kotakya gak rapih seperti bekas pada hal mau buat kado,0
"bahannya bagus,bentuknya lucu .",Positive,bahannya bagus bentuknya lucu,1
"pengiriman amat sangat cepat dan packingnya juga rapi dan bagus, harganya ok banget dan yang pasti original. ga nyesel belanja disini karena semuanya ?? thank you to the seller",Positive,pengiriman amat sangat cepat dan packingnya juga rapi dan bagus harganya ok banget dan yang pasti original ga nyesel belanja disini karena semuanya thank you to the seller,1
raknya pecah.. packingnya gak ada pengamanan,Negative,raknya pecah packingnya gak ada pengamanan,0
mantaaap ??,Positive,mantaaap,1
barang sesuai pesanan.. tp seller luar biasa responnya cepat n barang sdh sampai lebih cepat dr estimasi. sukses selalu n sehat selalu y gan... terimakasih,Positive,barang sesuai pesanan tp seller luar biasa responnya cepat n barang sdh sampai lebih cepat dr estimasi sukses selalu n sehat selalu y gan terimakasih,1
suaranya jernih tp kurang keras dan casnya gk berfungsi tp gpp sy punya cas sndri Proses pesanan cepat. Packaging aman. Packaging rapi.,Positive,suaranya jernih tp kurang keras dan casnya gk berfungsi tp gpp sy punya cas sndri proses pesanan cepat packaging aman packaging rapi,1
barang telah sampai dengan packaging yg bagus,Positive,barang telah sampai dengan packaging yg bagus,1
